,Year,Area.Code,TA Title,Region Title,Regional Industry GDP-Annual Total,Business Demography-Annual Total Enterprise Count,Business Demography-Annual Total Employee Count,Household-Average Income,Property-Regional Median Home Price Index,Property-New Building Consents,Property-New Dwelling Units Consents,Property-New Commercial Buildings Consents,Population Estimation - Total,Population Estimation - 0-14 Yrs Old,Population Estimation - 15-39 Yrs Old,Population Estimation - 40-64 Yrs Old,Population Estimation - 65 Yrs Old and over,Property-Total Affiliation,Housing-Average Number of Active Bonds,Housing-Average Median Rent,Employment-Average Filled Jobs,Income-Average Total Earnings Millions,Business Demography-ANZSIC_Ind A_Enterprise Count,Business Demography-ANZSIC_Ind B_Enterprise Count,Business Demography-ANZSIC_Ind C_Enterprise Count,Business Demography-ANZSIC_Ind D_Enterprise Count,Business Demography-ANZSIC_Ind E_Enterprise Count,Business Demography-ANZSIC_Ind F_Enterprise Count,Business Demography-ANZSIC_Ind G_Enterprise Count,Business Demography-ANZSIC_Ind H_Enterprise Count,Business Demography-ANZSIC_Ind I_Enterprise Count,Business Demography-ANZSIC_Ind J_Enterprise Count,Business Demography-ANZSIC_Ind K_Enterprise Count,Business Demography-ANZSIC_Ind L_Enterprise Count,Business Demography-ANZSIC_Ind M_Enterprise Count,Business Demography-ANZSIC_Ind N_Enterprise Count,Business Demography-ANZSIC_Ind O_Enterprise Count,Business Demography-ANZSIC_Ind P_Enterprise Count,Business Demography-ANZSIC_Ind Q_Enterprise Count,Business Demography-ANZSIC_Ind R_Enterprise Count,Business Demography-ANZSIC_Ind S_Enterprise Count,Business Demography-ANZSIC_Ind A_Employee Count,Business Demography-ANZSIC_Ind B_Employee Count,Business Demography-ANZSIC_Ind C_Employee Count,Business Demography-ANZSIC_Ind D_Employee Count,Business Demography-ANZSIC_Ind E_Employee Count,Business Demography-ANZSIC_Ind F_Employee Count,Business Demography-ANZSIC_Ind G_Employee Count,Business Demography-ANZSIC_Ind H_Employee Count,Business Demography-ANZSIC_Ind I_Employee Count,Business Demography-ANZSIC_Ind J_Employee Count,Business Demography-ANZSIC_Ind K_Employee Count,Business Demography-ANZSIC_Ind L_Employee Count,Business Demography-ANZSIC_Ind M_Employee Count,Business Demography-ANZSIC_Ind N_Employee Count,Business Demography-ANZSIC_Ind O_Employee Count,Business Demography-ANZSIC_Ind P_Employee Count,Business Demography-ANZSIC_Ind Q_Employee Count,Business Demography-ANZSIC_Ind R_Employee Count,Business Demography-ANZSIC_Ind S_Employee Count,Local Authority Financial Stat- Total Government Spending,Local Authority Financial Stat- Total Govnerment Investment,Population-Population Projection 2023 Onward,Economy Activities - Annual_Actual_Retail_Sales_Values (million dollars),Regional Industry GDP-Wholesale Trade,"Regional Industry GDP-Transport, Postal And Warehousing",Regional Industry GDP-Retail Trade,"Regional Industry GDP-Rental, Hiring And Real Estate Services",Regional Industry GDP-Public Administration And Safety,"Regional Industry GDP-Professional, Scientific And Technical Services",Regional Industry GDP-Owner Occupied Property Operation,Regional Industry GDP-Manufacturing,"Regional Industry GDP-Information Media, Telecommunications And Other Services",Regional Industry GDP-Health Care And Social Assistance,"Regional Industry GDP-GST On Production, Import Duties and Other Taxes","Regional Industry GDP-Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Regional Industry GDP-Food And Beverage Services,Regional Industry GDP-Financial And Insurance Services,Regional Industry GDP-Education And Training,Regional Industry GDP-Construction,Regional Industry GDP-Agriculture,Regional Industry GDP-Administrative And Support Services,Regional Industry GDP-Accommodation,Economy Activities - GDP per capita (dollars),Tourism-Total International Visits,Regional Economic Statistics-Population Weighted Average Deprivation Index,Employment-Annual Average Unemployment Rate,Employment-Annual Average Employment Rate,
921,2004,T045,45,Upper Hutt City,957.52,2592,10305,53426,211419.8333,217,189,5,38800,8700,13200,12300,4600,NA,1893.75,179.8333333,NA,NA,171,0,153,9,471,108,207,87,129,24,84,336,264,87,42,75,114,78,153,80,0,1550,25,620,650,1300,700,240,490,100,130,400,150,1300,1050,910,290,320,27049,198,NA,NA,52.02,16.09,44.98,22.58,114.92,25.51,45.49,317.63,104.12,24.43,58.03,24.34,11.12,13.15,37.48,38.41,0.94,4.31,1.97,24615.14,NA,NA,NA,NA,
922,2004,T046,46,Lower Hutt City,3858.17,8592,41512,64038,244373.4167,238,180,17,100900,23500,35800,31000,10600,NA,5266.75,222.0833333,NA,NA,93,6,570,45,1176,603,726,306,471,108,348,1365,1116,312,81,210,372,171,513,70,12,6500,180,2850,3150,4500,1950,2550,1250,610,480,3250,2400,1700,3650,4300,560,1550,93649,3003,NA,NA,244.36,167.95,157.77,150.13,140.56,230.03,200.62,972.94,397.08,190.04,255.96,180.69,26.71,98.38,140.41,243.77,1.27,50.06,9.44,38237.64,NA,NA,NA,NA,
923,2004,T047,47,Wellington City,12922.44,22140,126340,78023,304212.9167,1153,1047,41,182200,32900,81300,53000,15000,NA,16269.25,291.25,NA,NA,231,39,612,51,1632,723,1392,903,690,795,2139,3552,4770,909,330,465,999,687,1221,140,90,5200,510,3400,3950,9200,8800,4450,6300,7700,1550,17000,10300,20000,8800,10700,2850,5400,257764,30243,NA,NA,439.95,420.6,360.89,584.58,1565.41,1675.88,745.79,540.59,1874.37,493.72,951.5,337.11,145.76,1705.21,368.51,267.21,4.41,352.92,88.03,70963.38,499501,NA,NA,NA,
924,2004,T048,48,Masterton District,658.31,2691,9837,50790,165089.5833,226,157,11,23200,5100,6700,7700,3700,NA,1056.5,163.1666667,NA,NA,831,6,117,9,198,78,216,96,63,18,69,468,117,57,24,57,93,42,132,1250,12,780,55,580,270,1500,730,330,100,160,150,370,280,410,950,1450,140,320,20613,6992,NA,NA,23.51,17.73,47.08,25.98,32.61,16.56,35.24,67.42,35.62,56.45,44.96,103.25,8.56,24.09,28.22,37.24,39.56,5.37,8.86,28253.13,20536,NA,NA,NA,
925,2004,T049,49,Carterton District,178.52,1053,2548,44953,156805,117,74,1,7170,1540,2010,2580,1040,NA,195.2727273,153.7272727,NA,NA,483,3,60,0,81,15,48,24,21,6,12,171,33,12,9,12,15,15,33,580,25,740,6,85,21,230,65,65,9,12,35,45,210,30,160,100,20,110,6004,20,NA,NA,1.47,4.26,5.77,6.53,1.87,2.05,8.95,65.37,5.05,2.83,11.42,17.36,0.85,2.32,5.65,4.69,28.56,3.35,0.17,24898.33,2344,NA,NA,NA,
926,2004,T050,50,South Wairarapa District,167.77,1440,2813,58274.63104,184029.25,107,69,2,9020,1880,2400,3370,1370,NA,241.5,158.4166667,NA,NA,633,3,45,3,117,30,63,72,24,3,18,225,69,21,9,18,21,27,39,1050,6,320,0,170,75,220,360,55,9,6,21,50,21,35,180,160,25,50,10113,1167,NA,NA,3.38,2.86,6.21,9.1,2.72,1.88,8.24,24.47,4.18,3.58,10.52,7.34,3.97,0.93,6.64,11.95,55.41,0.56,3.83,18599.45,8265,NA,NA,NA,
927,2004,T051,51,Tasman District,1091.8,5964,19010,29704,323157.4167,614,397,32,45000,9800,13200,16100,5900,NA,1132.5,242.75,NA,NA,2265,15,321,18,639,150,330,276,150,24,72,792,270,117,36,84,117,93,195,5900,35,2600,55,1200,560,1950,1500,500,110,190,310,490,610,230,1300,750,270,450,43835,54765,NA,NA,26.35,39.39,58.48,56.08,16.99,40.04,94.82,170.35,35.85,22.3,74.75,97.41,16.18,20.7,34.74,72.71,194.14,12.91,7.61,24262.62,83609,NA,NA,NA,
928,2004,T052,52,Nelson City,1579.15,5121,23746,46614,320319.5,414,340,19,44000,8800,14300,14700,6200,NA,2889.5,236.75,NA,NA,396,6,363,15,618,225,426,258,207,42,177,927,480,165,48,99,273,114,282,1150,6,3300,60,1350,1050,2800,1800,1400,670,350,360,1200,910,790,1600,3700,290,960,40440,58043,NA,NA,54.62,143.54,92.46,115.86,37.98,81.91,146.09,217.5,81.11,123.64,115.17,118.51,22.8,42.27,53.22,89.23,5.78,25.08,12.38,35890.5,224390,NA,NA,NA,
929,2004,T053,53,Marlborough District,1374.02,6183,20450,49984,270027.0833,624,440,6,42400,8200,12500,15100,6600,NA,1797.5,210.8333333,NA,NA,2259,3,366,24,555,150,330,303,234,24,99,879,258,117,48,81,150,96,207,3950,30,3700,140,1150,450,2200,1950,740,400,210,340,510,510,1000,980,1450,250,490,43432,12766,NA,NA,27.96,70.9,68.9,86.87,49.93,29.96,108.84,281.59,46.93,50.93,97.86,133.81,22.97,26.96,35.95,78.89,131.81,10.98,11.98,32329.41,199393,NA,NA,NA,
930,2004,T054,54,Kaikoura District,80.45,672,1513,39910.782,268202.8333,87,59,1,3700,720,1100,1330,550,NA,124.6363636,172.9090909,NA,NA,231,3,21,0,60,9,36,84,18,9,6,90,15,12,9,15,9,18,27,210,0,120,15,65,40,170,390,110,25,12,18,3,65,30,95,75,25,45,4640,74,NA,NA,3.42,7.77,4.82,1.7,1.58,0.32,5.72,6.02,3.96,3.45,5.39,6.62,3.73,1.92,3.53,3.94,12.88,0.42,3.26,21744.05,153294,NA,NA,NA,
931,2004,T055,55,Buller District,275.54,1068,3285,41806,104219.9167,133,65,4,9870,2010,2700,3670,1490,NA,279.75,135.6666667,NA,NA,390,18,42,6,84,15,78,105,42,9,12,81,30,15,24,24,33,27,33,410,180,330,35,240,50,400,440,220,40,30,25,130,50,95,230,280,65,35,14255,14422,NA,NA,3.94,20.18,10.74,12.29,4.48,5.23,15.19,28,7.28,8.43,16.5,45.51,6.8,4.7,8.1,13.59,60.45,1.16,2.97,27913.98,103496,NA,NA,NA,
932,2004,T056,56,Grey District,398.79,1368,6560,49447,115820.8333,107,52,5,13300,2900,4150,4550,1700,NA,423.25,159.5833333,NA,NA,345,33,72,3,120,54,114,90,54,6,24,141,57,27,33,45,48,24,78,380,150,730,0,460,170,740,610,330,170,70,40,250,220,320,480,1150,80,210,15389,1262,NA,NA,9.67,25.26,25.74,15.55,12.15,13.68,28.65,30.82,21.23,34.67,31.12,37.25,9.51,15.77,16.79,29.31,31.81,5.9,3.91,29983.68,145051,NA,NA,NA,
933,2004,T057,57,Westland District,206.71,1224,3512,47460,119263.6667,153,80,6,8360,1680,2640,3030,1010,NA,203.25,152.9166667,NA,NA,456,12,75,9,84,24,63,135,42,3,24,102,36,24,21,21,27,24,42,350,25,560,3,190,35,360,900,110,9,35,25,50,140,130,210,170,120,90,10208,9267,NA,NA,2.38,5.5,11.47,10.12,8.35,2.06,14.1,22.09,6.44,5.85,15.31,12.13,13.65,3.51,7.07,10.05,41.59,5.93,9.11,24725.6,358349,NA,NA,NA,
934,2004,T058,58,Hurunui District,230.85,2241,3723,50209.84279,188462.5833,239,139,4,10550,2300,2950,3850,1450,NA,250.5,188.75,NA,NA,1236,0,54,6,114,33,57,114,30,6,30,312,51,24,21,30,27,42,54,1550,0,390,30,110,40,150,440,160,12,6,40,60,55,80,250,170,110,70,15700,561,NA,NA,2.44,10.95,4.33,7.97,3.01,2.64,13.1,5.51,9.3,7.58,12.34,22.55,6.46,1.29,8.07,4.51,103.44,1.57,3.79,21881.42,68194,NA,NA,NA,
935,2004,T059,59,Waimakariri District,588.76,4989,9123,39720.93468,210116.75,814,615,8,41600,9500,12200,14500,5400,NA,1151.5,224.8333333,NA,NA,2079,3,243,27,543,153,219,99,141,12,63,618,222,108,30,60,105,90,174,1150,18,1250,45,870,270,1500,600,290,60,80,160,310,230,240,900,650,150,350,28519,2055,NA,NA,21.21,18.4,41.38,51.74,12.13,14.55,41.11,77.85,27.51,17.13,38.74,43.35,9.47,12.82,32.47,52.01,70.13,5.8,0.96,14187.04,361,NA,NA,NA,
936,2004,T060,60,Christchurch City,12603.54,33033,180635,54099.49049,249231.0833,2960,2594,88,353200,66900,131200,108400,46700,NA,23440.25,242.9166667,NA,NA,1482,18,2379,78,3426,2310,2991,1533,1317,309,1497,5823,3387,1242,261,693,1689,672,1926,1600,95,29700,640,9700,10900,19900,13900,9800,4200,3750,2900,10300,10400,6600,14500,21600,3450,6700,280282,898762,NA,NA,737.28,719.2,712.39,840.78,357.38,738.87,975.74,1953.57,1012.22,835.81,919.63,308.53,211.61,534.1,567.61,680.03,79.5,306.98,112.31,35683.85,764076,NA,NA,NA,
937,2004,T062,62,Selwyn District,741.59,4620,10789,57188,63983,875,560,6,32200,7300,11000,11200,2700,NA,379.25,237.5833333,NA,NA,2442,3,150,12,294,111,111,93,111,15,66,573,174,69,33,66,69,105,123,2850,9,910,15,540,160,400,440,260,30,35,70,950,320,1850,1350,280,150,170,25381,64489,NA,NA,9.57,16.06,10.32,9.08,82.88,62.72,54.16,49.51,23.16,8.72,51.05,26.91,6.39,3.36,58.39,33.85,222.78,9.03,3.65,23030.59,27531,NA,NA,NA,
938,2004,T063,63,Ashburton District,932.26,4143,12982,50137,155208.3333,325,170,4,27200,5600,8100,9100,4400,NA,718,169.3333333,NA,NA,1842,6,168,12,243,120,198,129,111,15,96,675,123,63,27,57,66,75,117,2750,12,2850,110,630,650,1350,670,390,150,180,150,410,360,230,620,1000,160,310,19854,3824,NA,NA,39.7,27.6,45.29,41.97,12.54,20.91,60.8,175.16,32.23,33.52,57.31,76.79,12.18,22.88,21.73,40.33,198.07,11.12,2.13,34274.6,31365,NA,NA,NA,
939,2004,T064,64,Timaru District,1287.84,4728,20341,50364,148067.0833,344,176,11,43600,8700,12400,14800,7700,NA,1581,157.75,NA,NA,1365,6,288,24,357,177,378,201,168,24,150,708,189,105,51,93,159,75,210,1550,21,5000,110,1100,740,2300,1150,1050,410,280,180,580,820,610,1350,2350,210,530,37438,41845,NA,NA,43.58,67.49,73.2,60.97,29.05,29.42,96.6,305.98,58.64,78.83,91.04,64.25,17.29,38.23,49.61,68.95,90.62,19.83,4.26,29537.87,74801,NA,NA,NA,
940,2004,T065,65,Mackenzie District,118.01,753,1680,48903.53027,171012.0833,123,92,3,3860,780,1180,1410,490,NA,95,135.2222222,NA,NA,339,0,12,6,45,9,33,72,15,3,6,93,21,15,12,12,15,30,15,340,0,40,55,85,6,120,590,65,6,9,9,15,55,40,120,30,80,15,6983,8735,NA,NA,0.4,4.6,2.69,2.09,4.38,0.87,6.8,1.28,2.81,0.77,6.41,31.48,3.83,0.76,4.13,6.39,24.34,1.54,12.44,30572.28,187234,NA,NA,NA,
941,2004,T066,66,Waimate District,145.09,1167,2188,41349.64388,102362.5833,78,32,0,7330,1530,1830,2640,1330,NA,123.8181818,128.4545455,NA,NA,714,0,33,0,45,9,30,27,21,0,12,162,18,9,12,15,12,15,33,970,0,300,0,110,25,110,80,85,9,12,12,60,15,35,190,110,15,50,10115,3795,NA,NA,1.41,4.76,3.88,2.63,1.74,3.54,8.9,15.31,3.85,2.47,8.39,12.71,0.82,1.89,6.06,8.24,57.52,0.14,0.83,19765.53,1450,NA,NA,NA,
942,2004,T067,67,Chatham Islands Territory,NA,177,312,NA,0,3,1,1,690,160,250,230,50,NA,NA,NA,NA,NA,105,0,9,3,0,3,6,6,6,0,3,15,3,0,3,3,3,0,9,80,0,45,6,6,3,12,30,35,0,3,0,3,9,9,18,12,20,21,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
943,2004,T068,68,Waitaki District,600.68,2637,8967,46699,146080,187,103,7,20500,3900,5200,7400,4000,NA,598.75,149.25,NA,NA,1083,6,81,12,174,63,183,120,75,9,42,411,60,27,27,48,69,42,105,1150,240,2350,12,490,170,950,760,240,120,95,120,190,200,180,620,780,90,210,24410,4148,NA,NA,11.24,15.35,30.25,20.41,9.43,13.23,42.17,126.5,20.36,21.6,39.31,89.19,12.01,10.3,23.93,34.13,72.29,4.05,4.93,29159.47,88665,NA,NA,NA,
944,2004,T069,69,Central Otago District,533.56,2754,9055,48084,215650.3333,344,244,7,16150,3050,4300,6000,2800,NA,622.5,200,NA,NA,993,6,99,9,276,81,150,123,69,12,51,417,105,63,36,39,72,57,96,2750,0,640,55,870,270,840,530,320,60,90,140,320,680,170,420,660,80,160,17965,107,NA,NA,11.57,20.19,24.79,27.12,9.46,21.48,34.59,20.79,15.68,16.57,31.77,74.02,7.72,8.55,16.82,66.02,114.76,8.43,3.23,33038.39,26113,NA,NA,NA,
945,2004,T070,70,Queenstown-Lakes District,878.38,4548,13395,54452,517515.6667,827,732,32,21700,3600,9500,6700,1900,NA,2000.5,298.3333333,NA,NA,330,9,141,18,738,90,306,429,177,93,144,972,378,204,27,51,111,195,135,690,20,360,55,1200,230,1850,3950,770,200,160,390,620,850,140,390,300,910,310,36750,5167,NA,NA,14.06,60.45,72.19,93,12,34.85,64.19,20.67,118.82,10.34,58.96,34.78,59.81,18.2,17.01,80.6,29.42,25.15,53.88,40293.53,622179,NA,NA,NA,
946,2004,T071,71,Dunedin City,3891.13,9789,54750,40639.16679,199730.0833,499,380,14,121400,20800,48900,36000,15700,NA,7737.75,203.5833333,NA,NA,1137,9,525,27,879,426,834,528,426,81,444,1614,789,273,129,249,591,261,567,950,40,6800,310,2650,1900,6200,4100,2150,1300,1500,600,2500,2850,2300,7200,8100,1200,2100,126245,31433,NA,NA,112.07,184.21,220.55,220.3,133.59,181.85,320.82,484.98,251.35,332.31,294.65,191.94,78.99,156.18,371.21,185.52,59.5,88.42,22.69,31999.54,285829,NA,NA,NA,
947,2004,T072,72,Clutha District,602.79,2934,8507,40320,95410.83333,171,62,5,17400,4000,5150,6000,2250,NA,353.5,129,NA,NA,1644,3,69,3,147,42,129,78,54,9,36,393,51,21,39,48,54,39,75,2800,55,2150,12,470,65,590,360,330,35,50,25,190,30,170,540,440,35,160,22800,60,NA,NA,4.04,26.96,17.91,9.25,9.84,13.74,40.3,140.88,12.1,13.88,37.01,70.9,5.68,5.53,21.42,37.48,132.74,1.52,1.61,34644.31,14037,NA,NA,NA,
948,2004,T073,73,Southland District,1120.09,6441,14360,45849.56637,135619.4167,354,134,11,29300,6600,9200,10200,3300,NA,403,142.0833333,NA,NA,3933,9,111,6,255,45,144,186,117,18,63,1053,78,42,57,75,57,81,111,5100,190,3650,25,360,110,630,1300,1150,50,35,60,190,70,160,660,240,190,190,39713,10262,NA,NA,5.18,102.11,18.39,25.86,10.02,12.09,52.69,222.34,17.05,5.75,67.79,99.4,10.25,3.55,24.13,23.82,404.29,2.06,13.32,38228.7,274641,NA,NA,NA,
949,2004,T074,74,Gore District,416.5,1779,6932,42663.41264,103275.5833,73,35,3,12600,2750,3750,4100,2000,NA,494.5,124.8333333,NA,NA,762,3,54,6,99,60,114,48,45,6,33,279,42,12,18,30,42,33,93,970,40,2150,12,280,300,850,370,280,140,85,20,140,25,150,340,520,50,210,11615,68,NA,NA,19.65,18.19,31.14,7,6.53,7.29,24.41,106.29,18.4,15.66,31.41,23.96,4.83,8.24,11.68,20.92,57.67,1,2.23,33057.54,13518,NA,NA,NA,
950,2004,T075,75,Invercargill City,1686.37,4440,24459,44785.22463,124234.0833,258,172,9,52200,11000,17400,16500,7300,NA,2590.75,159.8333333,NA,NA,594,6,288,15,435,216,423,183,186,15,213,702,216,105,60,123,240,114,306,680,9,3500,120,1650,1100,3350,1650,1050,650,550,350,1100,840,1300,1900,3150,360,1150,46663,49769,NA,NA,77.11,69.58,115.37,109.05,56.4,67.56,100.79,245.01,107.45,136.49,129.66,139.47,27.89,66.16,64.13,123.16,23.73,19.93,7.43,32306.02,89053,NA,NA,NA,
951,2004,T076,76,Auckland,53178,142335,582610,67592,400573.5833,13470,12166,229,1326000,297100,508400,393400,127100,NA,80601.75,306.6666667,NA,NA,6090,78,8667,285,16560,9315,10743,5031,5391,2229,8673,25725,19497,5811,816,2412,5400,2829,6783,6800,310,84200,3000,29200,51600,58300,33800,30100,18800,20500,9600,52700,37800,22800,48600,46000,9200,19300,659163,17080882.64,NA,NA,4453,2476,2626,3680,1213,4552,3677,8275,4804,2306,3779,1324,577,3435,2057,2235,175,1230,304,40104.07,1384948,NA,NA,NA,
952,2004,T999,999,Area Outside Territorial Authority,NA,12,45,NA,NA,0,0,0,180,10,70,80,20,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,30,0,0,0,0,0,0,721184.7305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
953,2005,T001,1,Far North District,1223.74,7470,18510,41126,296964,584,423,18,57100,13900,15900,19700,7600,NA,1892.5,186.6666667,NA,NA,2667,9,261,24,744,126,444,447,219,39,123,1062,336,129,75,195,180,114,276,2350,90,1750,300,1250,230,2400,2200,640,200,190,360,560,550,610,1900,2100,250,580,789042.3748,12377,NA,NA,17.49,49.71,70.18,104.48,29.19,33.48,106,134.51,49.56,68.26,86.45,76.9,24.01,22.54,68.1,82.41,159.86,15.8,24.81,21394.09,274243,NA,NA,NA,
954,2005,T002,2,Whangarei District,2274.07,8943,28425,47796,285333.3333,880,712,16,75300,17200,22600,24600,10900,NA,3839,217.5,NA,NA,2259,21,435,21,1062,291,570,297,351,39,330,1422,525,186,78,186,336,141,393,1500,55,3700,380,2250,1100,3700,1850,1200,550,470,380,1250,920,1300,2300,3950,470,1100,863284.8739,55563,NA,NA,68.59,135.25,130.67,161.42,67.02,87.44,208.45,368.24,96.39,191.18,170,89.64,30.65,67.83,86.45,178.38,101.31,29.12,6.04,30199.88,82492,NA,NA,NA,
955,2005,T003,3,Kaipara District,444.21,3276,5317,47090,266891.25,306,185,8,18450,4300,5000,6500,2650,NA,476.75,162.8333333,NA,NA,1644,9,120,6,234,45,150,96,72,9,30,507,66,30,21,48,51,36,102,1350,65,970,9,250,220,620,360,110,35,45,55,90,18,120,450,320,90,140,944512.9912,34,NA,NA,6.94,8.09,20.2,19.17,4.82,6.12,32.64,108.41,11.09,12.63,26.62,45.51,5.36,5.66,17.49,16.29,94.92,1.09,1.16,24076.26,26438,NA,NA,NA,
956,2005,T011,11,Thames-Coromandel District,631.41,3987,9890,34491,493731.9167,579,496,11,26500,4700,6400,9900,5500,NA,1289.75,202.1666667,NA,NA,747,3,201,9,591,78,321,285,114,24,99,720,207,105,45,69,111,84,174,540,15,1550,35,760,190,1750,1200,600,110,140,180,240,180,300,660,960,210,270,1033384.017,38,NA,NA,16,43.45,51.66,53.9,18.54,13,45.83,88.74,27.44,34.73,46.19,35.63,16.52,17.44,27.27,52.54,33.6,2.67,6.26,23826.49,205312,NA,NA,NA,
957,2005,T012,12,Hauraki District,358.21,2592,4785,44359,206981,204,126,3,18250,4100,4900,6300,2950,NA,616.75,179,NA,NA,1158,12,105,6,195,54,135,81,78,9,39,351,81,39,24,45,51,42,87,760,130,480,25,410,140,620,350,160,45,70,60,210,40,120,540,410,75,140,1130617.086,850,NA,NA,7.96,7.55,21.49,12.46,6.76,9.35,23.34,26.31,12.61,11.42,23.53,46.26,4.28,7.52,22.92,34.17,77.93,1.49,0.86,19628.38,1293,NA,NA,NA,
958,2005,T013,13,Waikato District,1075.01,7737,13705,54327,206106.4167,766,517,13,58400,14800,18600,19400,5600,NA,1931.25,203.1666667,NA,NA,3474,36,288,21,711,180,243,135,204,18,147,1194,297,150,39,135,138,135,192,3700,560,1650,240,1100,290,770,860,700,40,55,170,390,370,330,1200,700,270,310,36984,10625,NA,NA,15.44,49.89,16.96,34.69,22.16,69.86,64.06,83.31,25.25,20.8,64.56,301.36,7.95,5.11,37.28,45.96,198.54,8.06,3.77,18407.81,19226,NA,NA,NA,
959,2005,T015,15,Matamata-Piako District,1045.97,5214,12275,62649.26954,208951.4167,284,128,5,31100,7300,9400,9700,4700,NA,997.25,189.4166667,NA,NA,2544,9,168,12,285,102,225,99,99,9,132,882,159,57,30,72,87,111,132,1950,90,3350,35,910,390,1350,450,530,90,160,120,530,160,240,740,620,220,340,28213,14676,NA,NA,31.47,47.01,44.82,28.65,12.67,27.36,67.74,269.4,30.02,17.51,68.27,34.51,6.05,20.67,30.07,69.28,236.72,2.1,1.65,33632.96,14346,NA,NA,NA,
960,2005,T016,16,Hamilton City,5289.87,12192,73480,59604,269710.6667,1224,1066,55,132200,28900,54200,36000,13100,NA,11033.75,247.5,NA,NA,399,6,774,33,1449,708,1125,507,402,99,558,2337,1305,405,114,297,750,216,708,450,30,8400,340,5100,4000,7700,4550,2350,2250,1550,860,6300,3950,3200,7400,10400,1400,3250,115950,42201,NA,NA,297.21,155.2,288.28,373.72,161.46,330.7,416.54,639.02,454.92,460.47,419.79,165.28,72.82,213.35,323.43,378.54,22.86,94.07,22.21,39983.89,144572,NA,NA,NA,
961,2005,T017,17,Waipa District,1133.28,6324,14545,56489,241999.75,597,391,14,43000,9700,13200,14100,6000,NA,1590.25,228.5833333,NA,NA,2247,9,294,18,576,222,300,141,159,12,153,1134,327,126,27,90,144,144,201,2450,35,2000,110,1050,640,1600,760,650,100,210,190,980,330,270,1350,960,470,390,36240,14249,NA,NA,37.81,73.78,57.7,53.9,16.32,57.7,75.46,144.16,51.72,28.37,76.05,62.58,12.34,26.48,55.85,71.67,222.62,6.12,2.65,26354.84,11134,NA,NA,NA,
962,2005,T018,18,Otorohanga District,269.4,1860,3338,101371.4435,167974,134,51,6,9360,2220,3240,2960,940,NA,151.0909091,160.7272727,NA,NA,1074,3,30,6,84,30,51,33,30,6,33,321,33,15,9,27,18,15,42,960,12,320,30,150,70,250,120,140,30,21,25,160,50,540,220,120,45,75,10971,720,NA,NA,3.46,12.02,9.27,8.12,28.02,7.38,16.3,20.66,6.67,3.67,16.43,13.73,1.7,2.73,8.91,9.78,99.47,0.99,0.09,28783.33,6470,NA,NA,NA,
963,2005,T019,19,South Waikato District,811.53,2349,8849,63786,206704.3333,119,47,5,23700,6400,7400,7100,2800,NA,1235.5,136.5,NA,NA,906,3,108,9,132,42,171,81,90,9,87,315,78,39,21,63,57,33,105,1500,9,2300,30,410,95,880,440,280,60,60,120,220,260,240,860,530,95,460,20599,17504,NA,NA,7.17,24.22,28.52,58.12,17.18,13.26,54.77,227.63,23.43,21.5,55.2,99.28,6.74,8.04,33.51,28.25,99.09,3.13,2.49,34387.54,4396,NA,NA,NA,
964,2005,T020,20,Waitomo District,350.03,1617,4668,39709.79076,167974.1667,76,21,7,9710,2500,3050,3080,1080,NA,295.75,145.5833333,NA,NA,804,9,24,3,66,33,66,54,39,6,27,267,48,18,24,39,24,21,45,1100,75,890,75,230,110,380,330,170,18,40,55,170,35,100,440,250,120,80,13677,9751,NA,NA,7.62,12.86,10.59,13.57,8.03,8.01,21.2,53.7,11.68,9.33,21.45,46.85,3.63,5.04,15.82,17.72,80.1,0.28,2.55,36046.76,91956,NA,NA,NA,
965,2005,T021,21,Taupo District,1077.4,4251,14420,54676.96774,206704.3333,404,290,12,33400,7500,10600,10900,4400,NA,2016.25,221.0833333,NA,NA,750,6,201,27,543,108,324,288,174,30,120,735,258,111,60,87,114,126,189,1400,110,1350,160,1050,250,1950,2500,640,220,160,300,490,370,710,970,930,430,430,42757,45609,NA,NA,19.75,48.81,68.86,72.89,41.45,32.09,70.32,95.85,57.51,31.28,70.6,173.69,23.31,18.92,32.63,66.68,110.42,7.57,34.77,32354.32,302186,NA,NA,NA,
966,2005,T022,22,Western Bay of Plenty District,900.79,7905,11544,57694,167974.1667,544,355,12,41900,9200,11000,15300,6400,NA,1353,215.8333333,NA,NA,3888,9,267,9,642,165,210,117,147,18,144,1380,297,153,27,72,108,69,183,3350,65,1600,9,700,230,1000,510,270,30,100,190,390,1050,90,730,760,100,370,41583,917,NA,NA,17.88,29.41,32.38,56.19,6.42,27.14,67.03,100.37,27.72,24.12,60.5,78.49,8.22,13.32,29.68,37.3,223.24,58.98,2.4,21295.65,1628,NA,NA,NA,
